Income,Age,Month_Customer,Total_Spending,children,clusters
44794.0,58,115.0,65,1,Platinum
80395.0,69,122.0,1380,0,Silver
75012.0,48,120.0,1027,0,Silver
56962.0,59,123.0,411,3,Gold
89891.0,33,129.0,836,0,Silver
35946.0,75,124.0,11,2,Platinum
53593.0,71,137.0,480,2,Gold
66373.0,46,127.0,606,2,Gold
45072.0,76,123.0,284,3,Platinum
89694.0,51,123.0,1472,2,Silver
72025.0,75,117.0,1677,0,Silver
67432.0,51,130.0,1335,1,Gold
70545.0,72,115.0,334,1,Silver
17487.0,35,130.0,18,1,Bronze
62882.0,55,137.0,1338,1,Gold
64108.0,71,130.0,1099,1,Gold
34941.0,68,130.0,97,2,Platinum
48767.0,74,120.0,63,3,Platinum
38702.0,46,125.0,109,1,Platinum
82224.0,60,120.0,902,0,Silver
83844.0,72,128.0,1574,0,Silver
17003.0,49,121.0,38,1,Bronze
71163.0,29,118.0,960,0,Silver
33697.0,54,124.0,28,1,Platinum
63564.0,70,120.0,1215,0,Gold
83443.0,52,121.0,1497,0,Silver
51518.0,66,123.0,449,1,Gold
58330.0,49,121.0,1064,1,Gold
80952.0,55,131.0,1757,0,Silver
75507.0,45,116.0,1440,0,Silver
63855.0,46,131.0,1006,0,Gold
62220.0,52,137.0,1226,1,Gold
58512.0,60,124.0,1171,1,Gold
40662.0,45,130.0,92,1,Platinum
38829.0,65,117.0,99,1,Platinum
35523.0,43,123.0,66,1,Platinum
79146.0,57,117.0,564,2,Silver
78285.0,36,123.0,1427,0,Silver
31626.0,46,128.0,86,1,Bronze
75127.0,72,116.0,833,0,Silver
48726.0,69,129.0,242,1,Platinum
74985.0,47,136.0,1869,0,Silver
67430.0,37,136.0,1364,0,Gold
46891.0,59,124.0,183,1,Platinum
62058.0,68,128.0,450,1,Gold
72063.0,45,126.0,758,1,Silver
78939.0,73,121.0,1507,0,Silver
42720.0,59,129.0,654,2,Platinum
33622.0,52,129.0,81,2,Platinum
6835.0,67,133.0,137,1,Bronze
41452.0,71,130.0,16,2,Platinum
40760.0,59,125.0,93,1,Platinum
74250.0,66,120.0,1158,0,Silver
51124.0,69,121.0,43,2,Gold
72258.0,53,124.0,1525,1,Silver
71466.0,50,117.0,1230,0,Silver
36283.0,48,117.0,29,2,Platinum
20587.0,54,116.0,25,1,Bronze
30467.0,52,118.0,24,1,Bronze
31590.0,52,127.0,38,1,Bronze
20425.0,38,135.0,57,1,Bronze
17144.0,64,119.0,47,2,Bronze
42564.0,56,132.0,813,1,Platinum
43783.0,46,116.0,629,1,Platinum
40780.0,48,136.0,377,1,Platinum
62847.0,79,132.0,1612,0,Gold
82017.0,67,134.0,729,0,Silver
16813.0,74,126.0,50,0,Bronze
51267.0,46,123.0,270,2,Gold
46524.0,63,129.0,177,1,Platinum
45183.0,62,132.0,315,0,Platinum
70421.0,70,115.0,767,1,Silver
60161.0,59,135.0,1071,1,Gold
73926.0,51,130.0,1580,0,Silver
19329.0,56,121.0,60,1,Bronze
61872.0,54,121.0,573,1,Gold
46984.0,68,130.0,41,2,Platinum
34838.0,73,132.0,170,2,Platinum
82716.0,80,122.0,1167,0,Silver
48192.0,66,129.0,1526,0,Platinum
49681.0,48,122.0,458,2,Platinum
56850.0,53,118.0,63,1,Gold
55267.0,67,123.0,405,1,Gold
59666.0,52,130.0,1027,2,Gold
72504.0,52,129.0,1478,1,Silver
26872.0,43,123.0,72,0,Bronze
21359.0,52,129.0,48,1,Bronze
73170.0,49,116.0,726,0,Silver
52750.0,69,131.0,860,1,Gold
91820.0,38,122.0,1497,0,Silver
65968.0,54,116.0,495,1,Gold
30772.0,48,118.0,20,2,Bronze
22507.0,70,134.0,570,0,Bronze
65685.0,52,118.0,769,1,Gold
25804.0,46,124.0,55,1,Bronze
76412.0,44,128.0,1808,0,Silver
22063.0,52,125.0,55,1,Bronze
57091.0,63,115.0,577,0,Gold
22419.0,61,129.0,162,0,Bronze
87771.0,65,128.0,1957,1,Silver
78353.0,65,129.0,1576,1,Silver
93404.0,70,128.0,1616,3,Silver
37859.0,62,132.0,36,3,Platinum
80995.0,66,128.0,1482,1,Silver
16529.0,40,118.0,22,1,Bronze
55412.0,48,122.0,63,2,Gold
48789.0,32,136.0,680,0,Platinum
56575.0,57,128.0,542,2,Gold
25130.0,44,123.0,50,1,Bronze
35441.0,57,131.0,39,2,Platinum
71391.0,68,130.0,1043,1,Silver
49494.0,52,129.0,385,1,Platinum
81702.0,44,136.0,1633,0,Silver
45889.0,44,126.0,46,1,Platinum
56628.0,47,118.0,761,1,Gold
34026.0,74,125.0,76,2,Platinum
40049.0,50,134.0,290,1,Platinum
34176.0,36,116.0,89,1,Platinum
19419.0,43,134.0,70,1,Bronze
82504.0,64,126.0,1066,0,Silver
81205.0,54,120.0,2009,0,Silver
61618.0,33,136.0,1345,0,Gold
55284.0,68,133.0,764,1,Gold
49980.0,61,123.0,195,1,Platinum
15072.0,44,128.0,53,2,Bronze
49166.0,50,127.0,368,1,Platinum
65324.0,70,120.0,544,1,Gold
82347.0,67,134.0,1853,0,Silver
30843.0,58,116.0,35,2,Bronze
46374.0,50,118.0,446,1,Platinum
60474.0,45,129.0,1180,1,Gold
38576.0,51,118.0,41,1,Platinum
55357.0,39,131.0,727,2,Gold
37758.0,58,135.0,40,2,Platinum
85710.0,35,128.0,1062,0,Silver
23228.0,55,120.0,40,1,Bronze
44602.0,55,119.0,292,2,Platinum
7500.0,37,132.0,15,0,Bronze
38683.0,35,135.0,341,1,Platinum
49514.0,49,121.0,369,1,Platinum
57906.0,51,127.0,401,1,Gold
43456.0,58,130.0,393,1,Platinum
19485.0,38,124.0,10,2,Bronze
53172.0,46,128.0,486,1,Gold
30545.0,45,135.0,69,1,Bronze
70123.0,41,124.0,1727,0,Silver
62450.0,65,120.0,995,1,Gold
21675.0,48,115.0,45,1,Bronze
42395.0,43,117.0,182,2,Platinum
61346.0,46,123.0,989,1,Gold
80812.0,71,124.0,1677,0,Silver
42835.0,53,127.0,595,2,Platinum
39922.0,41,131.0,156,1,Platinum
86424.0,68,117.0,1226,0,Silver
17117.0,46,132.0,128,1,Bronze
24762.0,52,119.0,86,1,Bronze
35797.0,49,135.0,68,1,Platinum
36627.0,49,126.0,16,2,Platinum
51111.0,43,115.0,55,2,Gold
86857.0,52,136.0,2114,0,Silver
82072.0,54,126.0,2018,0,Silver
46231.0,71,134.0,263,3,Platinum
42243.0,65,121.0,55,2,Platinum
51195.0,62,129.0,564,2,Gold
68092.0,46,121.0,1281,0,Gold
31814.0,51,131.0,83,1,Bronze
51390.0,59,136.0,353,2,Gold
76630.0,41,120.0,1003,0,Silver
26868.0,33,117.0,14,1,Bronze
48948.0,81,131.0,902,0,Platinum
55260.0,52,133.0,1139,1,Gold
64090.0,68,125.0,797,1,Gold
78331.0,66,120.0,1638,1,Silver
37087.0,50,125.0,401,1,Platinum
21846.0,38,123.0,84,1,Bronze
81320.0,66,131.0,928,0,Silver
54137.0,54,125.0,203,1,Gold
66825.0,57,126.0,858,0,Gold
57100.0,51,121.0,409,0,Gold
58917.0,55,130.0,282,3,Gold
85072.0,47,117.0,1423,0,Silver
86429.0,63,122.0,1449,0,Silver
45684.0,53,121.0,28,1,Platinum
47889.0,50,120.0,67,1,Platinum
45921.0,38,118.0,199,0,Platinum
78420.0,58,127.0,1453,0,Silver
75114.0,32,122.0,1253,0,Silver
52278.0,61,132.0,1198,1,Gold
35641.0,52,126.0,178,1,Platinum
95529.0,30,133.0,1990,0,Silver
62820.0,70,128.0,976,0,Gold
73113.0,64,121.0,1001,0,Silver
84169.0,42,125.0,1919,0,Silver
42607.0,70,122.0,350,1,Platinum
74637.0,70,128.0,1650,0,Silver
46015.0,69,117.0,46,2,Platinum
72354.0,31,129.0,1228,0,Silver
39858.0,55,132.0,95,1,Platinum
34469.0,76,116.0,62,2,Platinum
83033.0,38,116.0,1761,1,Silver
24401.0,45,137.0,467,0,Bronze
77583.0,46,119.0,1149,0,Silver
74116.0,42,121.0,2052,0,Silver
74293.0,31,116.0,1127,0,Silver
68397.0,48,122.0,1416,1,Gold
79632.0,50,117.0,1113,0,Silver
46107.0,35,119.0,125,1,Platinum
64950.0,73,137.0,966,1,Gold
25443.0,35,133.0,32,1,Bronze
75127.0,72,116.0,833,0,Silver
32892.0,53,116.0,46,1,Platinum
71796.0,53,123.0,960,0,Silver
67536.0,54,128.0,1829,1,Gold
55239.0,53,126.0,779,1,Gold
60554.0,49,125.0,811,1,Gold
64831.0,72,127.0,1120,2,Gold
56067.0,62,126.0,725,1,Gold
82025.0,41,128.0,1187,0,Silver
94384.0,71,130.0,2302,0,Silver
14906.0,38,133.0,66,0,Bronze
51563.0,37,135.0,1250,0,Gold
57937.0,42,119.0,683,1,Gold
68274.0,45,124.0,305,2,Gold
39771.0,47,121.0,50,1,Platinum
67893.0,49,135.0,995,1,Gold
27922.0,45,116.0,41,1,Bronze
52190.0,48,116.0,77,2,Gold
44051.0,51,132.0,171,2,Platinum
42767.0,53,128.0,131,2,Platinum
46106.0,48,116.0,54,2,Platinum
16927.0,48,131.0,53,2,Bronze
59754.0,59,133.0,475,1,Gold
53700.0,72,137.0,694,1,Gold
59041.0,51,116.0,96,2,Gold
54237.0,67,129.0,361,1,Gold
70647.0,57,136.0,1079,1,Silver
52597.0,62,116.0,578,1,Gold
41021.0,55,133.0,64,1,Platinum
40233.0,49,123.0,149,1,Platinum
50183.0,44,115.0,231,2,Platinum
54753.0,65,124.0,728,1,Gold
92955.0,51,125.0,1778,0,Silver
33471.0,51,135.0,93,1,Platinum
34596.0,50,129.0,23,1,Platinum
44010.0,44,135.0,662,1,Platinum
84219.0,36,119.0,1198,0,Silver
40706.0,56,132.0,81,3,Platinum
15716.0,36,134.0,92,1,Bronze
59052.0,65,122.0,491,1,Gold
80573.0,53,135.0,1564,0,Silver
83715.0,62,119.0,926,0,Silver
82576.0,65,137.0,1910,0,Silver
56962.0,59,123.0,411,3,Gold
35704.0,72,120.0,94,2,Platinum
53103.0,70,124.0,1085,1,Gold
46779.0,64,126.0,23,2,Platinum
4861.0,59,115.0,6,0,Bronze
33462.0,45,125.0,54,1,Platinum
63693.0,46,123.0,1150,1,Gold
80763.0,74,125.0,1415,0,Silver
65352.0,50,125.0,405,1,Gold
82170.0,46,122.0,1908,0,Silver
75759.0,55,123.0,2486,0,Silver
79689.0,48,128.0,1315,0,Silver
35340.0,68,115.0,45,2,Platinum
85683.0,70,118.0,1789,0,Silver
24884.0,52,134.0,19,1,Bronze
42021.0,43,137.0,573,1,Platinum
64449.0,35,119.0,805,1,Gold
64587.0,70,115.0,108,2,Gold
34824.0,29,118.0,23,0,Platinum
75437.0,46,122.0,1493,0,Silver
26091.0,67,119.0,89,2,Bronze
52845.0,51,125.0,936,1,Gold
46086.0,68,122.0,343,1,Platinum
78028.0,68,136.0,528,1,Silver
95169.0,37,123.0,1901,0,Silver
56337.0,43,130.0,724,2,Gold
22434.0,37,131.0,58,1,Bronze
36930.0,70,128.0,297,1,Platinum
36130.0,70,131.0,488,1,Platinum
65569.0,71,134.0,859,1,Gold
83844.0,72,128.0,1574,0,Silver
19514.0,56,120.0,69,2,Bronze
36736.0,61,128.0,17,2,Platinum
77568.0,45,137.0,2194,1,Silver
49187.0,48,120.0,116,1,Platinum
30168.0,46,130.0,279,1,Bronze
34053.0,56,136.0,103,1,Platinum
38196.0,53,117.0,44,2,Platinum
59412.0,73,117.0,406,0,Gold
70924.0,59,117.0,1363,0,Silver
54165.0,55,128.0,236,0,Gold
32300.0,51,132.0,39,1,Platinum
20180.0,48,131.0,137,0,Bronze
34961.0,51,115.0,79,1,Platinum
28440.0,50,126.0,63,1,Bronze
64504.0,71,130.0,1314,3,Gold
33564.0,58,115.0,71,1,Platinum
17345.0,46,134.0,58,1,Bronze
56320.0,57,129.0,702,1,Gold
28647.0,46,125.0,94,1,Bronze
15038.0,37,132.0,80,1,Bronze
32173.0,66,125.0,22,1,Platinum
68316.0,60,134.0,1211,1,Gold
74538.0,53,127.0,1461,0,Silver
91700.0,53,132.0,1968,0,Silver
68695.0,55,115.0,1091,0,Gold
31056.0,47,132.0,55,1,Bronze
79593.0,51,116.0,1366,0,Silver
28071.0,44,137.0,313,0,Bronze
37334.0,66,119.0,62,2,Platinum
46423.0,52,124.0,92,2,Platinum
37126.0,53,118.0,72,1,Platinum
47703.0,71,128.0,655,1,Platinum
61180.0,65,117.0,704,1,Gold
38998.0,70,134.0,54,2,Platinum
8028.0,33,136.0,178,0,Bronze
76081.0,62,116.0,1033,0,Silver
34728.0,38,126.0,36,1,Platinum
33168.0,59,135.0,122,1,Platinum
33585.0,58,124.0,122,1,Platinum
77037.0,64,123.0,1123,1,Silver
35196.0,40,134.0,497,1,Platinum
44529.0,58,126.0,691,1,Platinum
70924.0,59,117.0,1363,0,Silver
28764.0,58,115.0,12,2,Bronze
69098.0,75,131.0,2440,0,Gold
25959.0,54,131.0,56,2,Bronze
27100.0,41,129.0,37,1,Bronze
70596.0,39,135.0,968,0,Silver
42557.0,50,137.0,270,1,Platinum
53312.0,73,125.0,278,0,Gold
72228.0,72,134.0,1250,0,Silver
67605.0,37,130.0,938,0,Gold
62845.0,75,135.0,1178,2,Gold
65196.0,66,126.0,1155,2,Gold
42000.0,37,132.0,653,0,Platinum
35860.0,51,116.0,49,2,Platinum
65526.0,60,117.0,506,1,Gold
16860.0,63,136.0,38,2,Bronze
83528.0,32,116.0,1650,0,Silver
64176.0,59,137.0,1826,1,Gold
22304.0,68,137.0,18,0,Bronze
67023.0,46,118.0,906,0,Gold
32892.0,53,116.0,46,1,Platinum
70713.0,58,133.0,1477,1,Silver
59925.0,69,134.0,766,1,Gold
39722.0,71,119.0,47,1,Platinum
46610.0,66,126.0,467,0,Platinum
88347.0,63,126.0,2116,0,Silver
87171.0,43,128.0,1298,0,Silver
26907.0,48,125.0,22,2,Bronze
50014.0,56,120.0,396,1,Platinum
41014.0,46,129.0,20,1,Platinum
66294.0,59,118.0,967,0,Gold
36715.0,53,134.0,357,1,Platinum
79456.0,68,137.0,1401,0,Silver
40479.0,42,125.0,15,1,Platinum
75345.0,54,131.0,2087,0,Silver
54233.0,47,131.0,981,1,Gold
24163.0,54,123.0,17,2,Bronze
84460.0,66,132.0,523,0,Silver
43776.0,41,116.0,23,1,Platinum
71691.0,66,118.0,1192,0,Silver
85844.0,51,116.0,1958,0,Silver
39190.0,50,117.0,133,1,Platinum
71367.0,65,125.0,777,0,Silver
38578.0,52,127.0,73,2,Platinum
57236.0,59,118.0,121,2,Gold
61825.0,45,125.0,424,1,Gold
79803.0,66,115.0,868,1,Silver
80910.0,38,135.0,756,0,Silver
27590.0,42,129.0,12,1,Bronze
56775.0,45,132.0,937,1,Gold
83829.0,49,123.0,1862,0,Silver
54210.0,45,128.0,367,1,Gold
38508.0,38,125.0,443,1,Platinum
53187.0,54,123.0,267,1,Gold
30023.0,52,118.0,61,1,Bronze
76045.0,64,122.0,1323,0,Silver
50870.0,72,115.0,63,1,Gold
15315.0,54,125.0,64,0,Bronze
65463.0,50,120.0,562,1,Gold
66480.0,59,116.0,312,2,Gold
76773.0,70,131.0,1156,0,Silver
81698.0,41,130.0,1104,0,Silver
54466.0,51,119.0,16,2,Gold
98777.0,64,119.0,2008,0,Silver
16269.0,40,125.0,44,1,Bronze
71819.0,53,125.0,1574,1,Silver
33569.0,41,123.0,63,1,Platinum
36262.0,41,124.0,426,0,Platinum
22634.0,58,132.0,96,0,Bronze
47025.0,46,124.0,635,1,Platinum
70566.0,56,123.0,757,1,Silver
31605.0,45,134.0,125,1,Bronze
52034.0,51,128.0,332,2,Gold
48526.0,45,121.0,135,1,Platinum
46734.0,70,134.0,330,1,Platinum
39552.0,62,133.0,384,2,Platinum
86358.0,58,137.0,1722,2,Silver
46931.0,47,117.0,78,3,Platinum
16581.0,39,132.0,24,0,Bronze
63998.0,72,121.0,1168,0,Gold
67381.0,73,132.0,957,1,Gold
25930.0,57,123.0,15,2,Bronze
42693.0,46,115.0,57,1,Platinum
85606.0,48,134.0,1956,1,Silver
72903.0,39,123.0,2013,0,Silver
49669.0,50,116.0,326,1,Platinum
36778.0,56,137.0,77,2,Platinum
85696.0,62,128.0,1313,0,Silver
10979.0,35,116.0,30,0,Bronze
49678.0,63,131.0,315,1,Platinum
56129.0,71,127.0,660,1,Gold
37155.0,35,132.0,74,1,Platinum
21282.0,46,116.0,46,1,Bronze
33419.0,62,125.0,86,1,Platinum
63285.0,79,122.0,1103,0,Gold
21255.0,50,120.0,61,1,Bronze
42162.0,43,122.0,145,1,Platinum
54450.0,68,136.0,684,2,Gold
57744.0,70,122.0,411,1,Gold
26576.0,38,135.0,27,1,Bronze
57513.0,81,126.0,1060,0,Gold
68142.0,60,137.0,1459,1,Gold
7500.0,45,137.0,18,1,Bronze
83145.0,50,136.0,1833,0,Silver
54197.0,64,117.0,237,1,Gold
23091.0,61,116.0,48,2,Bronze
46049.0,48,126.0,515,2,Platinum
56715.0,50,133.0,1020,0,Gold
79410.0,63,116.0,1370,0,Silver
57304.0,73,130.0,1026,1,Gold
44375.0,59,118.0,301,1,Platinum
54450.0,68,136.0,684,2,Gold
59594.0,59,135.0,499,1,Gold
80685.0,30,137.0,1004,0,Silver
40344.0,50,123.0,218,1,Platinum
62710.0,52,128.0,606,1,Gold
48985.0,56,126.0,75,1,Platinum
35322.0,56,137.0,106,3,Platinum
77142.0,76,128.0,990,0,Silver
81657.0,55,120.0,1097,0,Silver
14421.0,28,119.0,16,0,Bronze
20130.0,50,118.0,34,0,Bronze
74214.0,34,137.0,1711,0,Silver
66726.0,67,120.0,438,2,Gold
23724.0,45,132.0,75,1,Bronze
47353.0,64,122.0,225,1,Platinum
33444.0,72,134.0,18,2,Platinum
54386.0,43,128.0,470,1,Gold
28510.0,43,129.0,91,2,Bronze
90638.0,33,119.0,2525,0,Silver
48070.0,74,132.0,504,1,Platinum
43140.0,67,132.0,235,1,Platinum
54959.0,63,132.0,1232,1,Gold
15056.0,66,128.0,88,2,Bronze
26954.0,53,116.0,17,1,Bronze
22327.0,39,125.0,24,1,Bronze
44393.0,59,125.0,60,2,Platinum
62000.0,72,125.0,1020,1,Gold
31497.0,62,133.0,155,1,Bronze
45894.0,50,119.0,51,2,Platinum
78579.0,54,133.0,1812,0,Silver
67369.0,55,134.0,1461,1,Gold
58401.0,64,117.0,96,1,Gold
62307.0,72,119.0,160,1,Gold
43641.0,55,129.0,139,2,Platinum
63841.0,56,129.0,908,1,Gold
46891.0,59,124.0,183,1,Platinum
70091.0,55,130.0,1161,1,Silver
78075.0,52,117.0,988,0,Silver
59184.0,63,136.0,1072,1,Gold
54809.0,47,124.0,174,2,Gold
58113.0,65,132.0,758,1,Gold
51412.0,66,121.0,195,1,Gold
15287.0,45,135.0,31,1,Bronze
66636.0,67,125.0,1084,0,Gold
50965.0,68,131.0,685,1,Gold
84618.0,59,122.0,1672,0,Silver
18351.0,34,123.0,43,0,Bronze
40451.0,67,119.0,49,2,Platinum
36317.0,59,128.0,133,1,Platinum
42213.0,67,123.0,363,1,Platinum
65748.0,69,129.0,545,1,Gold
77044.0,52,123.0,1065,1,Silver
74918.0,55,130.0,2047,0,Silver
56721.0,52,135.0,296,2,Gold
42160.0,49,127.0,140,2,Platinum
61559.0,59,126.0,530,1,Gold
33629.0,61,137.0,152,2,Platinum
68682.0,33,123.0,1598,0,Gold
34377.0,61,132.0,114,1,Platinum
8940.0,38,137.0,101,1,Bronze
26228.0,51,124.0,25,1,Bronze
77297.0,67,132.0,789,0,Silver
40211.0,43,126.0,87,2,Platinum
33438.0,66,124.0,90,2,Platinum
75032.0,65,129.0,1215,1,Silver
61284.0,69,123.0,811,0,Gold
22518.0,38,135.0,61,1,Bronze
54730.0,49,125.0,405,1,Gold
38452.0,69,118.0,72,2,Platinum
44421.0,53,131.0,189,2,Platinum
38197.0,38,127.0,40,1,Platinum
41986.0,46,119.0,63,1,Platinum
28427.0,41,130.0,52,1,Bronze
37395.0,48,116.0,39,1,Platinum
64722.0,53,116.0,805,1,Gold
55249.0,68,117.0,130,1,Gold
84906.0,52,123.0,1631,0,Silver
28691.0,35,126.0,34,1,Bronze
44213.0,72,122.0,152,2,Platinum
25707.0,40,120.0,21,1,Bronze
59062.0,57,123.0,71,3,Gold
76624.0,62,116.0,899,1,Silver
66000.0,77,117.0,711,0,Gold
27683.0,46,137.0,351,1,Bronze
1730.0,53,116.0,8,0,Bronze
7500.0,32,133.0,119,1,Bronze
40521.0,56,129.0,21,2,Platinum
20427.0,51,118.0,10,1,Bronze
65106.0,49,116.0,973,1,Gold
69969.0,59,125.0,1536,0,Silver
67433.0,72,126.0,992,2,Gold
77766.0,57,131.0,1529,1,Silver
74716.0,52,124.0,860,1,Silver
68118.0,61,123.0,928,1,Gold
55158.0,54,138.0,418,2,Gold
62972.0,69,137.0,587,1,Gold
74190.0,49,116.0,641,1,Silver
39356.0,48,118.0,23,2,Platinum
76653.0,55,125.0,2279,0,Silver
35860.0,51,116.0,49,2,Platinum
90687.0,41,128.0,1779,0,Silver
73450.0,42,121.0,1804,0,Silver
31454.0,64,126.0,48,2,Bronze
47139.0,72,118.0,83,2,Platinum
83829.0,49,123.0,1862,0,Silver
53378.0,61,136.0,793,2,Gold
19656.0,54,131.0,84,1,Bronze
45579.0,76,125.0,183,1,Platinum
85485.0,66,115.0,1383,0,Silver
55956.0,80,117.0,999,0,Gold
64191.0,61,132.0,825,1,Gold
38808.0,52,137.0,246,1,Platinum
57183.0,58,130.0,610,2,Gold
23748.0,56,134.0,76,1,Bronze
66303.0,53,131.0,1286,1,Gold
37368.0,49,121.0,30,1,Platinum
40800.0,60,132.0,99,3,Platinum
71847.0,46,136.0,1192,0,Silver
46149.0,49,122.0,362,1,Platinum
78687.0,41,137.0,2130,0,Silver
49118.0,53,137.0,1229,0,Platinum
37633.0,67,136.0,38,2,Platinum
39767.0,73,126.0,485,0,Platinum
26997.0,73,134.0,434,0,Bronze
33986.0,54,130.0,44,1,Platinum
57091.0,52,134.0,496,1,Gold
46831.0,55,127.0,78,2,Platinum
83151.0,52,131.0,2346,0,Silver
52531.0,53,133.0,794,0,Gold
15759.0,68,124.0,17,0,Bronze
22804.0,53,126.0,26,1,Bronze
43050.0,51,118.0,76,1,Platinum
42997.0,47,121.0,15,2,Platinum
48918.0,61,117.0,62,2,Platinum
60033.0,70,118.0,198,1,Gold
34043.0,46,123.0,49,1,Platinum
57811.0,58,127.0,802,1,Gold
78569.0,78,119.0,1736,0,Silver
7500.0,46,133.0,57,2,Bronze
94384.0,71,130.0,2302,0,Silver
23148.0,39,119.0,37,0,Bronze
44267.0,54,131.0,310,2,Platinum
71626.0,45,134.0,1305,0,Silver
60894.0,58,127.0,832,1,Gold
50200.0,48,129.0,401,2,Platinum
81051.0,59,116.0,1501,0,Silver
65169.0,42,120.0,1189,0,Gold
59868.0,52,126.0,1194,1,Gold
65695.0,64,120.0,656,1,Gold
64857.0,68,134.0,1540,0,Gold
45143.0,59,125.0,311,1,Platinum
74805.0,69,122.0,820,1,Silver
59060.0,35,120.0,274,1,Gold
27238.0,62,129.0,57,2,Bronze
47009.0,59,123.0,448,1,Platinum
46094.0,51,115.0,44,2,Platinum
40321.0,52,126.0,102,2,Platinum
37235.0,40,119.0,61,1,Platinum
81843.0,64,129.0,1643,0,Silver
46692.0,66,127.0,397,1,Platinum
77382.0,56,120.0,1121,1,Silver
37774.0,47,136.0,473,2,Platinum
18393.0,50,118.0,50,1,Bronze
72828.0,62,131.0,1678,1,Silver
24711.0,42,117.0,58,0,Bronze
45503.0,49,124.0,170,1,Platinum
6560.0,42,121.0,373,0,Bronze
71604.0,79,122.0,1196,0,Silver
27244.0,45,118.0,101,1,Bronze
48752.0,55,133.0,316,2,Platinum
71434.0,62,124.0,1400,1,Silver
90842.0,76,126.0,1424,0,Silver
88097.0,46,137.0,844,1,Silver
51948.0,49,124.0,311,1,Gold
71853.0,42,128.0,1149,0,Silver
35876.0,41,117.0,129,0,Platinum
40049.0,72,123.0,32,1,Platinum
39660.0,42,137.0,299,1,Platinum
50127.0,62,116.0,320,1,Platinum
43263.0,47,134.0,441,1,Platinum
62845.0,75,135.0,1178,2,Gold
18929.0,34,131.0,85,0,Bronze
24367.0,42,130.0,24,1,Bronze
33249.0,49,131.0,112,1,Platinum
26887.0,65,131.0,30,1,Bronze
50150.0,41,127.0,410,0,Platinum
62061.0,48,125.0,800,1,Gold
85696.0,62,128.0,1313,0,Silver
76542.0,68,130.0,1483,0,Silver
70515.0,31,123.0,1258,0,Silver
18227.0,37,134.0,28,1,Bronze
69139.0,59,120.0,227,1,Gold
69109.0,42,134.0,1555,0,Gold
69627.0,62,130.0,861,1,Gold
38136.0,46,129.0,103,1,Platinum
62159.0,78,117.0,634,0,Gold
80695.0,61,121.0,1918,0,Silver
33316.0,53,123.0,131,2,Platinum
58554.0,56,136.0,586,2,Gold
17256.0,32,122.0,62,1,Bronze
53034.0,50,128.0,447,2,Gold
52203.0,74,138.0,939,0,Gold
59601.0,47,126.0,797,1,Gold
75154.0,66,136.0,1143,1,Silver
47025.0,48,122.0,415,1,Platinum
37971.0,51,122.0,30,1,Platinum
41335.0,56,121.0,187,1,Platinum
67267.0,66,116.0,251,1,Gold
57338.0,49,117.0,237,1,Gold
50523.0,64,121.0,91,2,Platinum
35791.0,59,128.0,35,3,Platinum
50611.0,64,135.0,493,1,Platinum
56242.0,55,130.0,971,1,Gold
48904.0,64,133.0,371,1,Platinum
56243.0,49,121.0,396,3,Gold
21355.0,39,125.0,68,1,Bronze
57420.0,53,127.0,322,1,Gold
46390.0,69,116.0,222,1,Platinum
54342.0,68,126.0,177,2,Gold
20895.0,51,135.0,45,1,Bronze
92344.0,76,120.0,1899,0,Silver
26907.0,48,125.0,22,2,Bronze
44964.0,44,133.0,41,2,Platinum
75507.0,45,116.0,1440,0,Silver
53761.0,52,123.0,325,2,Gold
22682.0,51,123.0,95,1,Bronze
38887.0,52,118.0,42,1,Platinum
41658.0,49,134.0,72,2,Platinum
29791.0,52,116.0,20,1,Bronze
63915.0,68,126.0,789,2,Gold
39996.0,50,116.0,15,2,Platinum
26759.0,52,119.0,59,1,Bronze
63841.0,56,129.0,908,1,Gold
51039.0,55,133.0,417,2,Gold
60544.0,63,137.0,289,2,Gold
65685.0,52,118.0,769,1,Gold
37716.0,71,117.0,188,1,Platinum
36864.0,67,137.0,354,1,Platinum
44511.0,54,135.0,727,1,Platinum
36947.0,57,137.0,146,2,Platinum
47352.0,73,129.0,319,1,Platinum
67087.0,71,121.0,794,1,Gold
57045.0,74,136.0,454,1,Gold
36957.0,71,136.0,152,2,Platinum
69389.0,47,136.0,797,1,Gold
80134.0,52,128.0,1690,1,Silver
43142.0,55,119.0,20,2,Platinum
80589.0,80,120.0,1428,0,Silver
34412.0,34,131.0,209,1,Platinum
57537.0,45,127.0,545,1,Gold
22634.0,58,132.0,96,0,Bronze
51315.0,76,119.0,222,0,Gold
36026.0,52,118.0,61,3,Platinum
24639.0,51,120.0,44,2,Bronze
34578.0,52,117.0,8,3,Platinum
65704.0,52,123.0,817,0,Gold
63810.0,58,134.0,1371,1,Gold
54132.0,55,119.0,42,1,Gold
18690.0,65,133.0,60,0,Bronze
28164.0,54,128.0,78,1,Bronze
34596.0,50,129.0,23,1,Platinum
43269.0,52,124.0,19,1,Platinum
38741.0,66,118.0,61,2,Platinum
31907.0,52,130.0,449,0,Bronze
27100.0,41,129.0,37,1,Bronze
31163.0,51,119.0,38,1,Bronze
92533.0,39,121.0,1131,0,Silver
34853.0,51,121.0,34,2,Platinum
70844.0,57,123.0,294,2,Silver
31086.0,45,128.0,48,2,Bronze
60544.0,63,137.0,289,2,Gold
